Number2;Item;German;French;Spanish;Italian;Japanese;Korean;Chinese;Chinese2
0760;Slowbronite;Lahmusnit;Flagadossite;Slowbronita;Slowbroite;ヤドランナイト;야도란나이트;呆壳兽进化石;呆殼獸進化石
0761;Steelixite;Stahlosnit;Steelixite;Steelixita;Steelixite;ハガネールナイト;강철톤나이트;大钢蛇进化石;大鋼蛇進化石
0762;Pidgeotite;Taubossnit;Roucarnagite;Pidgeotita;Pidgeotite;ピジョットナイト;피죤투나이트;大比鸟进化石;大比鳥進化石
0763;Glalitite;Firnontornit;Oniglalite;Glalita;Glalite;オニゴーリナイト;얼음귀신나이트;冰鬼护进化石;冰鬼護進化石
0764;Diancite;Diancienit;Diancite;Diancita;Diancite;ディアンシナイト;디안시나이트;蒂安希进化石;蒂安希進化石
0765;Prison Bottle;;;;;;;;
0766;Mega Cuff;;;;;;;;
0767;Cameruptite;Cameruptnit;Caméruptite;Cameruptita;Cameruptite;バクーダナイト;폭타나이트;喷火驼进化石;噴火駝進化石
0768;Lopunnite;Schlapornit;Lockpinite;Lopunnita;Lopunnite;ミミロップナイト;이어롭나이트;长耳兔进化石;長耳兔進化石
0769;Salamencite;Brutalandanit;Drattakite;Salamencita;Salamencite;ボーマンダナイト;보만다나이트;暴飞龙进化石;暴飛龍進化石
0770;Beedrillite;Bibornit;Dardargnite;Beedrillita;Beedrillite;スピアナイト;독침붕나이트;大针蜂进化石;大針蜂進化石
0771;Meteorite;;;;;;;;
0772;Meteorite;;;;;;;;
0773;Key Stone;;;;;;;;
0774;Meteorite Shard;;;;;;;;
0775;Eon Flute;;;;;;;;
0776;Normalium Z;Normium Z;Normazélite;Normastal Z;Normium Z;ノーマルＺ;노말Z;一般Ｚ;一般Ｚ
0777;Firium Z;Pyrium Z;Pyrozélite;Pirostal Z;Pirium Z;ホノオＺ;불꽃Z;火Ｚ;火Ｚ
0778;Waterium Z;Aquium Z;Aquazélite;Hidrostal Z;Idrium Z;ミズＺ;물Z;水Ｚ;水Ｚ
0779;Electrium Z;Voltium Z;Voltazélite;Electrostal Z;Electrium Z;デンキＺ;전기Z;电Ｚ;電Ｚ
0780;Grassium Z;Botanium Z;Florazélite;Fitostal Z;Herbium Z;クサＺ;풀Z;草Ｚ;草Ｚ
0781;Icium Z;Glacium Z;Cryozélite;Criostal Z;Glacium Z;コオリＺ;얼음Z;冰Ｚ;冰Ｚ
0782;Fightinium Z;Battalium Z;Combazélite;Lizastal Z;Luctium Z;カクトウＺ;격투Z;格斗Ｚ;格鬥Ｚ
0783;Poisonium Z;Toxium Z;Toxizélite;Toxistal Z;Venenium Z;ドクＺ;독Z;毒Ｚ;毒Ｚ
0784;Groundium Z;Terrium Z;Terrazélite;Geostal Z;Terrium Z;ジメンＺ;땅Z;地面Ｚ;地面Ｚ
0785;Flyinium Z;Aerium Z;Aérozélite;Aerostal Z;Volantium Z;ヒコウＺ;비행Z;飞行Ｚ;飛行Ｚ
0786;Psychium Z;Psium Z;Psychézélite;Psicostal Z;Psichium Z;エスパーＺ;에스퍼Z;超能力Ｚ;超能力Ｚ
0787;Buginium Z;Insectium Z;Insectozélite;Insectostal Z;Insectium Z;ムシＺ;벌레Z;虫Ｚ;蟲Ｚ
0788;Rockium Z;Petrium Z;Rocazélite;Litostal Z;Petrium Z;イワＺ;바위Z;岩石Ｚ;岩石Ｚ
0789;Ghostium Z;Phantomium Z;Spectrozélite;Espectrostal Z;Spectrium Z;ゴーストＺ;고스트Z;幽灵Ｚ;幽靈Ｚ
0790;Dragonium Z;Dracium Z;Dracozélite;Dracostal Z;Draconium Z;ドラゴンＺ;드래곤Z;龙Ｚ;龍Ｚ
0791;Darkinium Z;Noctium Z;Ténébrozélite;Nictostal Z;Obscurium Z;アクＺ;악Z;恶Ｚ;惡Ｚ
0792;Steelium Z;Metallium Z;Métallozélite;Metalostal Z;Metallium Z;ハガネＺ;강철Z;钢Ｚ;鋼Ｚ
0793;Fairium Z;Sylphium Z;Nymphézélite;Feeristal Z;Follectium Z;フェアリーＺ;페어리Z;妖精Ｚ;妖精Ｚ
0794;Pikanium Z;Pikachium Z;Pikazélite;Pikastal Z;Pikacium Z;ピカチュウＺ;피카츄Z;皮卡丘Ｚ;皮卡丘Ｚ
0795;Bottle Cap;Silberkronkorken;Capsule d'Argent;Chapa Plateada;Tappo d'argento;ぎんのおうかん;은색병뚜껑;银色王冠;銀色王冠
0796;Gold Bottle Cap;Goldkronkorken;Capsule d'Or;Chapa Dorada;Tappo d'oro;きんのおうかん;금색병뚜껑;金色王冠;金色王冠
0797;Z-Ring;;;;;;;;
0798;Decidium Z;Silvarronium Z;Archézélite;Dueyestal Z;Deciduenium Z;ジュナイパーＺ;모크나이퍼Z;狙射树枭Ｚ;狙射樹梟Ｚ
0799;Incinium Z;Fuegronium Z;Félinozélite;Incinostal Z;Incineronium Z;ガオガエンＺ;어흥염Z;炽焰咆哮虎Ｚ;熾焰咆哮虎Ｚ
0800;Primarium Z;Primarenium Z;Oratozélite;Primastal Z;Primarinium Z;アシレーヌＺ;누리레느Z;西狮海壬Ｚ;西獅海壬Ｚ
0801;Tapunium Z;Kapium Z;Tokozélite;Tapistal Z;Tapium Z;カプＺ;카푸Z;卡璞Ｚ;卡璞Ｚ
0802;Marshadium Z;Marshadownium Z;Marshadozélite;Marshastal Z;Marshadium Z;マーシャドーＺ;마샤도Z;玛夏多Ｚ;瑪夏多Ｚ
0803;Aloraichium Z;A-Raichunium Z;Aloraïzélite;Alo-Raistal Z;Aloraicium Z;アロライＺ;알로라이Z;阿罗雷Ｚ;阿羅雷Ｚ
0804;Snorlium Z;Relaxonium Z;Ronflézélite;Snorlastal Z;Snorlactium Z;カビゴンＺ;잠만보Z;卡比兽Ｚ;卡比獸Ｚ
0805;Eevium Z;Evolium Z;Évolizélite;Eeveestal Z;Eevium Z;イーブイＺ;이브이Z;伊布Ｚ;伊布Ｚ
0806;Mewnium Z;Mewnium Z;Mewzélite;Mewstal Z;Mewnium Z;ミュウＺ;뮤Z;梦幻Ｚ;夢幻Ｚ
0807;Normalium Z;Normium Z;Normazélite;Normastal Z;Normium Z;ノーマルＺ;노말Z;一般Ｚ;一般Ｚ
0808;Firium Z;Pyrium Z;Pyrozélite;Pirostal Z;Pirium Z;ホノオＺ;불꽃Z;火Ｚ;火Ｚ
0809;Waterium Z;Aquium Z;Aquazélite;Hidrostal Z;Idrium Z;ミズＺ;물Z;水Ｚ;水Ｚ
0810;Electrium Z;Voltium Z;Voltazélite;Electrostal Z;Electrium Z;デンキＺ;전기Z;电Ｚ;電Ｚ
0811;Grassium Z;Botanium Z;Florazélite;Fitostal Z;Herbium Z;クサＺ;풀Z;草Ｚ;草Ｚ
0812;Icium Z;Glacium Z;Cryozélite;Criostal Z;Glacium Z;コオリＺ;얼음Z;冰Ｚ;冰Ｚ
0813;Fightinium Z;Battalium Z;Combazélite;Lizastal Z;Luctium Z;カクトウＺ;격투Z;格斗Ｚ;格鬥Ｚ
0814;Poisonium Z;Toxium Z;Toxizélite;Toxistal Z;Venenium Z;ドクＺ;독Z;毒Ｚ;毒Ｚ
0815;Groundium Z;Terrium Z;Terrazélite;Geostal Z;Terrium Z;ジメンＺ;땅Z;地面Ｚ;地面Ｚ
0816;Flyinium Z;Aerium Z;Aérozélite;Aerostal Z;Volantium Z;ヒコウＺ;비행Z;飞行Ｚ;飛行Ｚ
0817;Psychium Z;Psium Z;Psychézélite;Psicostal Z;Psichium Z;エスパーＺ;에스퍼Z;超能力Ｚ;超能力Ｚ
0818;Buginium Z;Insectium Z;Insectozélite;Insectostal Z;Insectium Z;ムシＺ;벌레Z;虫Ｚ;蟲Ｚ
0819;Rockium Z;Petrium Z;Rocazélite;Litostal Z;Petrium Z;イワＺ;바위Z;岩石Ｚ;岩石Ｚ
0820;Ghostium Z;Phantomium Z;Spectrozélite;Espectrostal Z;Spectrium Z;ゴーストＺ;고스트Z;幽灵Ｚ;幽靈Ｚ
0821;Dragonium Z;Dracium Z;Dracozélite;Dracostal Z;Draconium Z;ドラゴンＺ;드래곤Z;龙Ｚ;龍Ｚ
0822;Darkinium Z;Noctium Z;Ténébrozélite;Nictostal Z;Obscurium Z;アクＺ;악Z;恶Ｚ;惡Ｚ
0823;Steelium Z;Metallium Z;Métallozélite;Metalostal Z;Metallium Z;ハガネＺ;강철Z;钢Ｚ;鋼Ｚ
0824;Fairium Z;Sylphium Z;Nymphézélite;Feeristal Z;Follectium Z;フェアリーＺ;페어리Z;妖精Ｚ;妖精Ｚ
0825;Pikanium Z;Pikachium Z;Pikazélite;Pikastal Z;Pikacium Z;ピカチュウＺ;피카츄Z;皮卡丘Ｚ;皮卡丘Ｚ
0826;Decidium Z;Silvarronium Z;Archézélite;Dueyestal Z;Deciduenium Z;ジュナイパーＺ;모크나이퍼Z;狙射树枭Ｚ;狙射樹梟Ｚ
0827;Incinium Z;Fuegronium Z;Félinozélite;Incinostal Z;Incineronium Z;ガオガエンＺ;어흥염Z;炽焰咆哮虎Ｚ;熾焰咆哮虎Ｚ
0828;Primarium Z;Primarenium Z;Oratozélite;Primastal Z;Primarinium Z;アシレーヌＺ;누리레느Z;西狮海壬Ｚ;西獅海壬Ｚ
0829;Tapunium Z;Kapium Z;Tokozélite;Tapistal Z;Tapium Z;カプＺ;카푸Z;卡璞Ｚ;卡璞Ｚ
0830;Marshadium Z;Marshadownium Z;Marshadozélite;Marshastal Z;Marshadium Z;マーシャドーＺ;마샤도Z;玛夏多Ｚ;瑪夏多Ｚ
0831;Aloraichium Z;A-Raichunium Z;Aloraïzélite;Alo-Raistal Z;Aloraicium Z;アロライＺ;알로라이Z;阿罗雷Ｚ;阿羅雷Ｚ
0832;Snorlium Z;Relaxonium Z;Ronflézélite;Snorlastal Z;Snorlactium Z;カビゴンＺ;잠만보Z;卡比兽Ｚ;卡比獸Ｚ
0833;Eevium Z;Evolium Z;Évolizélite;Eeveestal Z;Eevium Z;イーブイＺ;이브이Z;伊布Ｚ;伊布Ｚ
0834;Mewnium Z;Mewnium Z;Mewzélite;Mewstal Z;Mewnium Z;ミュウＺ;뮤Z;梦幻Ｚ;夢幻Ｚ
0835;Pikashunium Z;Ash-Pikachium Z;Pikachazélite;Ash-Pikastal Z;Ashpikacium Z;サトピカＺ;지우피카Z;智皮卡Ｚ;智皮卡Ｚ
0836;Pikashunium Z;Ash-Pikachium Z;Pikachazélite;Ash-Pikastal Z;Ashpikacium Z;サトピカＺ;지우피카Z;智皮卡Ｚ;智皮卡Ｚ
0837;???;???;???;(?);???;？？？;???;？？？;？？？
0838;???;???;???;(?);???;？？？;???;？？？;？？？
0839;???;???;???;(?);???;？？？;???;？？？;？？？
0840;???;???;???;(?);???;？？？;???;？？？;？？？
0841;Forage Bag;;;;;;;;
0842;Fishing Rod;;;;;;;;
0843;Professor's Mask;;;;;;;;
0844;Festival Ticket;Festival-Ticket;Festicket;Festicupón;Festicket;フェスチケット;페스티켓;圆庆票;圓慶票
0845;Sparkling Stone;;;;;;;;
0846;Adrenaline Orb;Zitter-Orb;Orbe Frousse;Nerviosfera;Fifasfera;ビビリだま;주눅구슬;胆怯球;膽怯球
0847;Zygarde Cube;;;;;;;;
0848;???;???;???;(?);???;？？？;???;？？？;？？？
0849;Ice Stone;Eisstein;Pierre Glace;Piedra Hielo;Pietragelo;こおりのいし;얼음의돌;冰之石;冰之石
0850;Ride Pager;;;;;;;;
0851;Beast Ball;Ultraball;Ultra Ball;Ente Ball;UC Ball;ウルトラボール;울트라볼;究极球;究極球
0852;Big Malasada;Maxi-Malasada;Malasada Maxi;Malasada Maxi;Malasada maxi;おおきいマラサダ;큰 말라사다;大马拉萨达;大馬拉薩達
0853;Red Nectar;Roter Nektar;Nectar Rouge;Néctar Rojo;Nettare rosso;くれないのミツ;다홍꿀;朱红色花蜜;朱紅色花蜜
0854;Yellow Nectar;Gelber Nektar;Nectar Jaune;Néctar Amarillo;Nettare giallo;やまぶきのミツ;진노랑꿀;金黄色花蜜;金黃色花蜜
0855;Pink Nectar;Rosa Nektar;Nectar Rose;Néctar Rosa;Nettare rosa;うすもものミツ;연분홍꿀;桃粉色花蜜;桃粉色花蜜
0856;Purple Nectar;Purpurner Nektar;Nectar Mauve;Néctar Violeta;Nettare viola;むらさきのミツ;보라꿀;兰紫色花蜜;蘭紫色花蜜
0857;Sun Flute;;;;;;;;
0858;Moon Flute;;;;;;;;
0859;???;???;???;(?);???;？？？;???;？？？;？？？
0860;Enigmatic Card;;;;;;;;
0861;Silver Razz Berry;Silberne Himmihbeere;Baie Framby argentée;Baya Frambu Plateada;Baccalampon argentata;ぎんのズリのみ;은 라즈열매;银色蔓莓果;銀色蔓莓果
0862;Golden Razz Berry;Goldene Himmihbeere;Baie Framby dorée;Baya Frambu Dorada;Baccalampon dorata;きんのズリのみ;황금 라즈열매;金色蔓莓果;金色蔓莓果
0863;Silver Nanab Berry;Silberne Nanabbeere;Baie Nanab argentée;Baya Latano Plateada;Baccabana argentata;ぎんのナナのみ;은 나나열매;银色蕉香果;銀色蕉香果
0864;Golden Nanab Berry;Goldene Nanabbeere;Baie Nanab dorée;Baya Latano Dorada;Baccabana dorata;きんのナナのみ;황금 나나열매;金色蕉香果;金色蕉香果
0865;Silver Pinap Berry;Silberne Sananabeere;Baie Nanana argentée;Baya Pinia Plateada;Baccananas argentata;ぎんのパイルのみ;은 파인열매;银色凰梨果;銀色凰梨果
0866;Golden Pinap Berry;Goldene Sananabeere;Baie Nanana dorée;Baya Pinia Dorada;Baccananas dorata;きんのパイルのみ;황금 파인열매;金色凰梨果;金色凰梨果
0867;???;???;???;(?);???;？？？;???;？？？;？？？
0868;???;???;???;(?);???;？？？;???;？？？;？？？
0869;???;???;???;(?);???;？？？;???;？？？;？？？
0870;???;???;???;(?);???;？？？;???;？？？;？？？
0871;???;???;???;(?);???;？？？;???;？？？;？？？
0872;Secret Key;;;;;;;;
0873;S.S. Ticket;;;;;;;;
0874;Silph Scope;;;;;;;;
0875;Parcel;;;;;;;;
0876;Card Key;;;;;;;;
0877;Gold Teeth;;;;;;;;
0878;Lift Key;;;;;;;;
0879;Terrain Extender;Feldbeschichtung;Champ'Duit;Cubresuelos;Fissacampo;グランドコート;그라운드코트;大地膜;大地膜
0880;Protective Pads;Schutzpolster;Pare-Effet;Paracontacto;Smorzaurti;ぼうごパット;방호패드;部位护具;部位護具
0881;Electric Seed;Elektro-Samen;Graine Électrik;Semilla Electro;Elettroseme;エレキシード;일렉트릭시드;电气种子;電氣種子
0882;Psychic Seed;Psycho-Samen;Graine Psychique;Semilla Psique;Psicoseme;サイコシード;사이코시드;精神种子;精神種子
0883;Misty Seed;Nebel-Samen;Graine Brume;Semilla Bruma;Nebbiaseme;ミストシード;미스트시드;薄雾种子;薄霧種子
0884;Grassy Seed;Gras-Samen;Graine Herbe;Semilla Hierba;Erbaseme;グラスシード;그래스시드;青草种子;青草種子
0885;Stretchy Spring;Spiralfeder;Ressort Détendu;Muelle Estirado;Molla elastica;のびたバネ;늘어난용수철;松掉的弹簧;鬆掉的彈簧
0886;Chalky Stone;Kreidestein;Craie;Tiza;Gessetto;チョークいし;초크돌;粉笔石;粉筆石
0887;Marble;Glasmurmel;Bille;Canica;Biglia;ビーだま;유리구슬;弹珠;彈珠
0888;Lone Earring;Ohrring;Boucle d'Oreille;Pendiente;Orecchino;かたっぽピアス;한쪽귀고리;一边的耳环;一邊的耳環
0889;Beach Glass;Strandscherbe;Galet de Verre;Cristal Marino;Vetro marino;うみべのガラス;바닷가유리;海边的玻璃;海邊的玻璃
0890;Gold Leaf;Goldblatt;Feuille Dorée;Hoja de Oro;Fogliadoro;きんのはっぱ;금빛잎사귀;金色叶子;金色葉子
0891;Silver Leaf;Silberblatt;Feuille Argentée;Hoja de Plata;Fogliargento;ぎんのはっぱ;은빛잎사귀;银色叶子;銀色葉子
0892;Polished Mud Ball;Glanzkugel;Boulette de Boue;Bola de Arcilla;Pallina di fango;ピカピカだんご;반짝반짝경단;光滑泥球;光滑泥球
0893;Tropical Shell;Tropenmuschel;Coquille du Sud;Concha Tropical;Tropiconchiglia;なんごくかいがら;트로피컬조개껍질;南国贝壳;南國貝殼
0894;Leaf Letter;Blattbrief;Lettre Végétale;Hoja Escrita;Foglialettera;このはのおてがみ;나뭇잎편지;树叶信;樹葉信
0895;Leaf Letter;Blattbrief;Lettre Végétale;Hoja Escrita;Foglialettera;このはのおてがみ;나뭇잎편지;树叶信;樹葉信
0896;Small Bouquet;Ministrauß;Petit Bouquet;Ramo Pequeño;Bouquet;ちいさなはなたば;작은꽃다발;小小花束;小小花束
0897;???;???;???;(?);???;？？？;???;？？？;？？？
0898;???;???;???;(?);???;？？？;???;？？？;？？？
0899;???;???;???;(?);???;？？？;???;？？？;？？？
0900;Lure;Lockparfüm;Parfum;Colonia;Profumo invito;むしよせコロン;벌레유인코롱;引虫香水;引蟲香水
0901;Super Lure;Super-Lockparfüm;Super Parfum;Supercolonia;Superprofumo;シルバーコロン;실버코롱;白银香水;白銀香水
0902;Max Lure;Top-Lockparfüm;Parfum Max;Colonia Máxima;Profumo max;ゴールドコロン;골드코롱;黄金香水;黃金香水
0903;Pewter Crunchies;Marmoria-Kräcker;Crok'Argenta;Rokikos;Plumbeosalatini;ニビあられ;회색강정;深灰米果;深灰米果
0904;Fighting Memory;Kampf-Disc;ROM Combat;Disco Lucha;ROM Lotta;ファイトメモリ;파이팅메모리;战斗存储碟;戰鬥記憶碟
0905;Flying Memory;Flug-Disc;ROM Vol;Disco Volador;ROM Volante;フライングメモリ;플라잉메모리;飞翔存储碟;飛翔記憶碟
0906;Poison Memory;Gift-Disc;ROM Poison;Disco Veneno;ROM Veleno;ポイズンメモリ;포이즌메모리;毒存储碟;毒記憶碟
0907;Ground Memory;Boden-Disc;ROM Sol;Disco Tierra;ROM Terra;グラウンドメモリ;그라운드메모리;大地存储碟;大地記憶碟
0908;Rock Memory;Gesteins-Disc;ROM Roche;Disco Roca;ROM Roccia;ロックメモリ;록메모리;岩石存储碟;岩石記憶碟
0909;Bug Memory;Käfer-Disc;ROM Insecte;Disco Bicho;ROM Coleottero;バグメモリ;버그메모리;虫子存储碟;蟲子記憶碟
0910;Ghost Memory;Geister-Disc;ROM Spectre;Disco Fantasma;ROM Spettro;ゴーストメモリ;고스트메모리;幽灵存储碟;幽靈記憶碟
0911;Steel Memory;Stahl-Disc;ROM Acier;Disco Acero;ROM Acciaio;スチールメモリ;스틸메모리;钢铁存储碟;鋼鐵記憶碟
0912;Fire Memory;Feuer-Disc;ROM Feu;Disco Fuego;ROM Fuoco;ファイヤーメモリ;파이어메모리;火焰存储碟;火焰記憶碟
0913;Water Memory;Wasser-Disc;ROM Eau;Disco Agua;ROM Acqua;ウオーターメモリ;워터메모리;清水存储碟;清水記憶碟
0914;Grass Memory;Pflanzen-Disc;ROM Plante;Disco Planta;ROM Erba;グラスメモリ;그래스메모리;青草存储碟;青草記憶碟
0915;Electric Memory;Elektro-Disc;ROM Électrik;Disco Eléctrico;ROM Elettro;エレクトロメモリ;일렉트릭메모리;电子存储碟;電子記憶碟
0916;Psychic Memory;Psycho-Disc;ROM Psy;Disco Psíquico;ROM Psico;サイキックメモリ;사이킥메모리;精神存储碟;精神記憶碟
0917;Ice Memory;Eis-Disc;ROM Glace;Disco Hielo;ROM Ghiaccio;アイスメモリ;아이스메모리;冰雪存储碟;冰雪記憶碟
0918;Dragon Memory;Drachen-Disc;ROM Dragon;Disco Dragón;ROM Drago;ドラゴンメモリ;드래곤메모리;龙存储碟;龍記憶碟
0919;Dark Memory;Unlicht-Disc;ROM Ténèbres;Disco Siniestro;ROM Buio;ダークメモリ;다크메모리;黑暗存储碟;黑暗記憶碟
0920;Fairy Memory;Feen-Disc;ROM Fée;Disco Hada;ROM Folletto;フェアリーメモリ;페어리메모리;妖精存储碟;妖精記憶碟
0921;Solganium Z;Solgalium Z;Solgazélite;Solgaleostal Z;Solgaleium Z;ソルガレオＺ;솔가레오Z;索尔迦雷欧Ｚ;索爾迦雷歐Ｚ
0922;Lunalium Z;Lunalium Z;Lunazélite;Lunalastal Z;Lunalium Z;ルナアーラＺ;루나아라Z;露奈雅拉Ｚ;露奈雅拉Ｚ
0923;Ultranecrozium Z;Ultranecronium Z;Ultranécrozélite;Ultranecrostal Z;Ultranecrozium Z;ウルトラネクロＺ;울트라네크로Z;究极奈克洛Ｚ;究極奈克洛Ｚ
0924;Mimikium Z;Mimigmium Z;Mimiquizélite;Mimikyustal Z;Mimikyum Z;ミミッキュＺ;따라큐Z;谜拟ＱＺ;謎擬ＱＺ
0925;Lycanium Z;Wolwerockium Z;Lougarozélite;Lycanrostal Z;Lycanrochium Z;ルガルガンＺ;루가루암Z;鬃岩狼人Ｚ;鬃岩狼人Ｚ
0926;Kommonium Z;Grandirasium Z;Ékaïzélite;Kommostal Z;Kommonium Z;ジャラランガＺ;짜랑고우거Z;杖尾鳞甲龙Ｚ;杖尾鱗甲龍Ｚ
0927;Solganium Z;Solgalium Z;Solgazélite;Solgaleostal Z;Solgaleium Z;ソルガレオＺ;솔가레오Z;索尔迦雷欧Ｚ;索爾迦雷歐Ｚ
0928;Lunalium Z;Lunalium Z;Lunazélite;Lunalastal Z;Lunalium Z;ルナアーラＺ;루나아라Z;露奈雅拉Ｚ;露奈雅拉Ｚ
0929;Ultranecrozium Z;Ultranecronium Z;Ultranécrozélite;Ultranecrostal Z;Ultranecrozium Z;ウルトラネクロＺ;울트라네크로Z;究极奈克洛Ｚ;究極奈克洛Ｚ
0930;Mimikium Z;Mimigmium Z;Mimiquizélite;Mimikyustal Z;Mimikyum Z;ミミッキュＺ;따라큐Z;谜拟ＱＺ;謎擬ＱＺ
0931;Lycanium Z;Wolwerockium Z;Lougarozélite;Lycanrostal Z;Lycanrochium Z;ルガルガンＺ;루가루암Z;鬃岩狼人Ｚ;鬃岩狼人Ｚ
0932;Kommonium Z;Grandirasium Z;Ékaïzélite;Kommostal Z;Kommonium Z;ジャラランガＺ;짜랑고우거Z;杖尾鳞甲龙Ｚ;杖尾鱗甲龍Ｚ
0933;Z-Power Ring;;;;;;;;
0934;Pink Petal;;;;;;;;
0935;Orange Petal;;;;;;;;
0936;Blue Petal;;;;;;;;
0937;Red Petal;;;;;;;;
0938;Green Petal;;;;;;;;
0939;Yellow Petal;;;;;;;;
0940;Purple Petal;;;;;;;;
0941;Rainbow Flower;;;;;;;;
0942;Surge Badge;;;;;;;;
0943;N-Solarizer;;;;;;;;
0944;N-Lunarizer;;;;;;;;
0945;N-Solarizer;;;;;;;;
0946;N-Lunarizer;;;;;;;;
0947;Ilima's Normalium Z;;;;;;;;
0948;Left Poké Ball;;;;;;;;
0949;Roto Hatch;Brutbon;Moti-Couveuse;Cupón Eclosión;Cova'n'roll;タマゴふかポン;알부화캡슐토이;孵蛋碰碰;孵蛋碰碰
0950;Roto Bargain;Schnäppchenbon;Moti-Promo;Cupón Rebaja;Sconto'n'roll;やすうりポン;할인캡슐토이;优惠碰碰;優惠碰碰
0951;Roto Prize Money;Preisgeldbon;Moti-Magot;Cupón Botín;Soldi'n'roll;おこづかいポン;용돈캡슐토이;零花钱碰碰;零用錢碰碰
0952;Roto Exp. Points;EP-Bon;Moti-Exp;Cupón Exp;Esp'n'roll;けいけんポン;경험캡슐토이;经验碰碰;經驗碰碰
0953;Roto Friendship;Freundschaftsbon;Moti-Cœur;Cupón Amistad;Affetto'n'roll;なつきポン;친밀도캡슐토이;亲密碰碰;親密碰碰
